"LongTable-checkbox","lineage1","lineage2","lineage3","depmapId","displayName"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-001171","PL45"
"true","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000034","PLB985"
"true","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","ACH-001318","PLCPRF5"
"true","Prostate","Non-Cancerous","Immortalized Epithelial Cells, Prostate","ACH-000170","PRECLH"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000320","PSN1"
"true","Bone","Osteosarcoma","Osteosarcoma","ACH-002471","PSS008"
"true","Bone","Osteosarcoma","Osteosarcoma","ACH-002834","PSS131R"
"true","Prostate","Prostate Adenocarcinoma","Prostate Adenocarcinoma","ACH-001383","PWR1E"
"true","Pancreas","Pancreatic Neuroendocrine Tumor","Pancreatic Neuroendocrine Tumor","ACH-000347","QGP1"
"true","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-002299","QIMRWIL"
"true","Lymphoid","Non-Hodgkin Lymphoma","Burkitt Lymphoma","ACH-000654","RAJI"
"true","Lymphoid","Non-Hodgkin Lymphoma","Burkitt Lymphoma","ACH-001636","RAMOS"
"true","Lymphoid","Non-Hodgkin Lymphoma","Burkitt Lymphoma","ACH-002300","RAMOS2G64C10"
"true","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Intrahepatic Cholangiocarcinoma","ACH-001856","RBE"
"true","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ACH-001743","RC2"
"true","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-000189","RCC10RGB"
"true","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-001175","RCC4"
"true","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-002187","RCCAB"
"true","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-002188","RCCER"
"true","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-002189","RCCFG2"
"true","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-002190","RCCJF"
"true","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-002191","RCCJW"
"true","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-002192","RCCMF"
"true","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-000922","RCHACV"
"true","Lymphoid","Non-Hodgkin Lymphoma","Germinal Center B-Cell Type","ACH-001638","RCK8"
"true","Bowel","Colorectal Adenocarcinoma","Rectal Adenocarcinoma","ACH-000565","RCM1"
"true","Soft Tissue","Rhabdomyosarcoma","Embryonal Rhabdomyosarcoma","ACH-000169","RD"
"true","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-000041","RDES"
"true","Lymphoid","Non-Hodgkin Lymphoma","Mantle Cell Lymphoma","ACH-000068","REC1"
"true","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-000960","REH"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-000144","RERFGC1B"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000791","RERFLCAD1"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000774","RERFLCAD2"
"true","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-000261","RERFLCAI"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-002193","RERFLCFM"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000482","RERFLCKJ"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000062","RERFLCMS"
"true","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-000442","RERFLCSQ1"
"true","Lymphoid","Non-Hodgkin Lymphoma","Non-Hodgkin Lymphoma","ACH-002301","RF48"
"true","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-002194","RH1"
"true","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ACH-000689","RH18"
"true","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ACH-001740","RH28"
"true","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ACH-000833","RH30"
"true","Soft Tissue","Rhabdomyosarcoma","Embryonal Rhabdomyosarcoma","ACH-001751","RH36"
"true","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ACH-001765","RH4"
"true","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ACH-000100","RH41"
"true","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ACH-001745","RHJT"
"true","Lymphoid","Non-Hodgkin Lymphoma","Activated B-cell Type","ACH-000398","RI1"
"true","Soft Tissue","Leiomyosarcoma","Leiomyosarcoma","ACH-000505","RKN"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000943","RKO"
"true","Lymphoid","Non-Hodgkin Lymphoma","Diffuse Large B-Cell Lymphoma, NOS","ACH-000371","RL"
"true","Uterus","Endometrial Carcinoma","Uterine Adenosquamous Carcinoma","ACH-000965","RL952"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Clear Cell Ovarian Cancer","ACH-000719","RMGI"
"true","Soft Tissue","Rhabdomyosarcoma","Embryonal Rhabdomyosarcoma","ACH-002048","RMSYM"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Mucinous Ovarian Cancer","ACH-000701","RMUGS"
"true","Thyroid","Well-Differentiated Thyroid Cancer","Follicular Thyroid Cancer","ACH-001384","RO82W1"
"true","Lymphoid","Non-Hodgkin Lymphoma","Diffuse Large B-Cell Lymphoma, NOS","ACH-001639","ROS50"
"true","Eye","Non-Cancerous","Immortalized Epithelial Cells, Retinal","ACH-002466","RPE1SS111"
"true","Eye","Non-Cancerous","Immortalized Epithelial Cells, Retinal","ACH-002465","RPE1SS119"
"true","Eye","Non-Cancerous","Immortalized Epithelial Cells, Retinal","ACH-002462","RPE1SS48"
"true","Eye","Non-Cancerous","Immortalized Epithelial Cells, Retinal","ACH-002467","RPE1SS51"
"true","Eye","Non-Cancerous","Immortalized Epithelial Cells, Retinal","ACH-002464","RPE1SS6"
"true","Eye","Non-Cancerous","Immortalized Epithelial Cells, Retinal","ACH-002463","RPE1SS77"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Head and Neck Squamous Cell Carcinoma","ACH-001385","RPMI2650"
"true","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-001182","RPMI6666"
"true","Skin","Melanoma","Melanoma","ACH-000348","RPMI7951"
"true","Lymphoid","Non-Hodgkin Lymphoma","Plasma Cell Myeloma","ACH-000817","RPMI8226"
"true","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","ACH-000636","RPMI8402"
"true","Myeloid","Myeloproliferative Neoplasms","Chronic Myelogenous Leukemia","ACH-002302","RPMI8866"
"true","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-000874","RS411"
"true","Fibroblast","Non-Cancerous","Fibroblast, Lung","ACH-000531","RS5"
"true","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-000473","RT112"
"true","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-001183","RT11284"
"true","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-000242","RT4"
"true","Skin","Melanoma","Melanoma","ACH-000614","RVH421"
"true","Skin","Melanoma","Melanoma","ACH-002461","RVH421SKINFV1"
"true","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-002195","RXF393"
"true","Soft Tissue","Sarcoma, NOS","Sarcoma, NOS","ACH-000037","S117"
"true","Peripheral Nervous System","Nerve Sheath Tumor","Malignant Peripheral Nerve Sheath Tumor","ACH-002693","S462"
"true","Lung","Non-Cancerous","Immortalized Lung Cells","ACH-000064","SALE"
"true","Bone","Osteosarcoma","Osteosarcoma","ACH-000410","SAOS2"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-002029","SAS"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Head and Neck Squamous Cell Carcinoma","ACH-001641","SAT"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-002196","SBC1"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-002197","SBC3"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000670","SBC5"
"true","Lymphoid","Non-Hodgkin Lymphoma","Follicular Lymphoma","ACH-002392","SC1"
"true","Bladder/Urinary Tract","Bladder Squamous Cell Carcinoma","Bladder Squamous Cell Carcinoma","ACH-000839","SCABER"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-000254","SCC15"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-000188","SCC25"
"true","Lymphoid","Non-Hodgkin Lymphoma","Mature B-Cell Neoplasms","ACH-001642","SCC3"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-000238","SCC4"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-000181","SCC9"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Small Cell Carcinoma of the Ovary","ACH-001279","SCCOHT1"
"true","Other","Extra Gonadal Germ Cell Tumor","Extra Gonadal Germ Cell Tumor","ACH-002198","SCH"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000659","SCLC21H"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-001386","SCLC22H"
"true","Soft Tissue","Rhabdomyosarcoma","Embryonal Rhabdomyosarcoma","ACH-001184","SCMCRM2"
"true","Soft Tissue","Synovial Sarcoma","Synovial Sarcoma","ACH-001280","SCS214"
"true","Skin","Melanoma","Melanoma","ACH-001645","SEKI"
"true","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-000782","SEM"
"true","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-001735","SEMK2"
"true","Myeloid","Acute Myeloid Leukemia","Acute Megakaryoblastic Leukemia","ACH-000195","SET2"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000609","SF126"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000887","SF172"
"true","CNS/Brain","Diffuse Glioma","Astrocytoma","ACH-000655","SF268"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000376","SF295"
"true","CNS/Brain","Diffuse Glioma","Gliosarcoma","ACH-000273","SF539"
"true","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","ACH-000490","SF767"
"true","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Intrahepatic Cholangiocarcinoma","ACH-001857","SG231"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Mucinous Stomach Adenocarcinoma","ACH-000764","SH10TC"
"true","Skin","Melanoma","Melanoma","ACH-000441","SH4"
"true","Myeloid","Acute Myeloid Leukemia","Acute Monoblastic/Monocytic Leukemia","ACH-001647","SHI1"
"true","Prostate","Prostate Adenocarcinoma","Prostate Adenocarcinoma","ACH-001648","SHMAC4"
"true","Prostate","Prostate Adenocarcinoma","Prostate Adenocarcinoma","ACH-001649","SHMAC5"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000790","SHP77"
"true","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-001188","SHSY5Y"
"true","Myeloid","Acute Myeloid Leukemia","Acute Monoblastic/Monocytic Leukemia","ACH-000112","SIGM5"
"true","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","ACH-000556","SIHA"
"true","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-000099","SIMA"
"true","Cervix","Cervical Adenocarcinoma","Cervical Adenocarcinoma","ACH-001650","SISO"
"true","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ACH-001189","SJRH30"
"true","Bone","Osteosarcoma","Osteosarcoma","ACH-000748","SJSA1"
"true","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","ACH-000017","SKBR3"
"true","Breast","Breast Neoplasm, NOS","Breast Neoplasm, NOS","ACH-002329","SKBR5"
"true","Breast","Breast Neoplasm, NOS","Breast Neoplasm, NOS","ACH-002330","SKBR7"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000400","SKCO1"
"true","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-000087","SKES1"
"true","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","ACH-001651","SKGI"
"true","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","ACH-001652","SKGII"
"true","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","ACH-002020","SKGIIIA"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-001653","SKGT2"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Esophageal Adenocarcinoma","ACH-001654","SKGT4"
"true","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","ACH-000361","SKHEP1"
"true","Soft Tissue","Leiomyosarcoma","Leiomyosarcoma","ACH-000145","SKLMS1"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000309","SKLU1"
"true","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000373","SKM1"
"true","Skin","Melanoma","Melanoma","ACH-000465","SKMEL1"
"true","Skin","Melanoma","Cutaneous Melanoma","ACH-002005","SKMEL19"
"true","Skin","Melanoma","Melanoma","ACH-001190","SKMEL2"
"true","Skin","Melanoma","Melanoma","ACH-000822","SKMEL24"
"true","Skin","Melanoma","Cutaneous Melanoma","ACH-000615","SKMEL28"
"true","Skin","Melanoma","Cutaneous Melanoma","ACH-000423","SKMEL3"
"true","Skin","Melanoma","Cutaneous Melanoma","ACH-000810","SKMEL30"
"true","Skin","Melanoma","Cutaneous Melanoma","ACH-000640","SKMEL31"
"true","Skin","Melanoma","Cutaneous Melanoma","ACH-000730","SKMEL5"
"true","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-000665","SKMES1"
"true","CNS/Brain","Diffuse Glioma","Astrocytoma","ACH-002304","SKMG1"
"true","Lymphoid","Non-Hodgkin Lymphoma","Plasma Cell Myeloma","ACH-000363","SKMM2"
"true","Uterus","Uterine Sarcoma/Mesenchymal","Uterine Leiomyosarcoma","ACH-001655","SKN"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-002305","SKN3"
"true","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-000260","SKNAS"
"true","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-000312","SKNBE2"
"true","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-000366","SKNDZ"
"true","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-001192","SKNEP1"
"true","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-000341","SKNFI"
"true","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-000039","SKNMC"
"true","Myeloid","Acute Myeloid Leukemia","AML with Maturation","ACH-001656","SKNO1"
"true","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-000149","SKNSH"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-000811","SKOV3"
"true","CNS/Brain","Embryonal Tumor","Primitive Neuroectodermal Tumor","ACH-001193","SKPNDW"
"true","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-000385","SKRC20"
"true","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-001194","SKRC31"
"true","Uterus","Uterine Sarcoma/Mesenchymal","Uterine Leiomyosarcoma","ACH-000939","SKUT1"
"true","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-000127","SLR20"
"true","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-000016","SLR21"
"true","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-000246","SLR23"
"true","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-000272","SLR24"
"true","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-000300","SLR25"
"true","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-000600","SLR26"
"true","Lymphoid","Non-Hodgkin Lymphoma","Splenic Marginal Zone Lymphoma","ACH-002062","SLVL"
"true","Soft Tissue","Rhabdomyosarcoma","Embryonal Rhabdomyosarcoma","ACH-001196","SMSCTR"
"true","Lymphoid","Non-Hodgkin Lymphoma","Mature T and NK Neoplasms","ACH-001197","SMZ1"
"true","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-002199","SN12C"
"true","CNS/Brain","Diffuse Glioma","Astrocytoma","ACH-001198","SNB19"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000504","SNB75"
"true","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","ACH-000974","SNGM"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-000932","SNU1"
"true","Bowel","Colorectal Adenocarcinoma","Rectal Adenocarcinoma","ACH-000286","SNU1033"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000999","SNU1040"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Hypopharynx Squamous Cell Carcinoma","ACH-000618","SNU1041"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Larynx Squamous Cell Carcinoma","ACH-000682","SNU1066"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Larynx Squamous Cell Carcinoma","ACH-000549","SNU1076"
"true","Uterus","Endometrial Carcinoma","Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor","ACH-000302","SNU1077"
"true","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Intrahepatic Cholangiocarcinoma","ACH-000209","SNU1079"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000368","SNU1105"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","ACH-000635","SNU119"
"true","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Extrahepatic Cholangiocarcinoma","ACH-000461","SNU1196"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000412","SNU1197"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Larynx Squamous Cell Carcinoma","ACH-000715","SNU1214"
"true","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-000513","SNU1272"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-001786","SNU1544"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-000581","SNU16"
"true","Bowel","Colorectal Adenocarcinoma","Mucinous Adenocarcinoma of the Colon and Rectum","ACH-000989","SNU175"
"true","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","ACH-000483","SNU182"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000623","SNU201"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000266","SNU213"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Tubular Stomach Adenocarcinoma","ACH-000466","SNU216"
"true","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Extrahepatic Cholangiocarcinoma","ACH-000268","SNU245"
"true","Bowel","Colorectal Adenocarcinoma","Rectal Adenocarcinoma","ACH-000708","SNU283"
"true","Biliary Tract","Intracholecystic Papillary Neoplasm","Gallbladder Adenocarcinoma, NOS","ACH-000141","SNU308"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000933","SNU324"
"true","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-000907","SNU349"
"true","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","ACH-000478","SNU387"
"true","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","ACH-000221","SNU398"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000955","SNU407"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000517","SNU410"
"true","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","ACH-000493","SNU423"
"true","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","ACH-000420","SNU449"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Larynx Squamous Cell Carcinoma","ACH-000500","SNU46"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000289","SNU466"
"true","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","ACH-000422","SNU475"
"true","Ampulla of Vater","Ampullary Carcinoma","Ampullary Carcinoma","ACH-000377","SNU478"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000543","SNU489"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-000303","SNU5"
"true","Bowel","Colorectal Adenocarcinoma","Rectal Adenocarcinoma","ACH-000683","SNU503"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-000908","SNU520"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Signet Ring Cell Carcinoma of the Stomach","ACH-000736","SNU601"
"true","Bowel","Colorectal Adenocarcinoma","Rectal Adenocarcinoma","ACH-000532","SNU61"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-000325","SNU620"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000370","SNU626"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-001664","SNU638"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Diffuse Type Stomach Adenocarcinoma","ACH-000344","SNU668"
"true","Uterus","Endometrial Carcinoma","Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor","ACH-000407","SNU685"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Tubular Stomach Adenocarcinoma","ACH-000898","SNU719"
"true","CNS/Brain","Diffuse Glioma","Oligodendroglioma","ACH-000807","SNU738"
"true","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","ACH-000537","SNU761"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-000460","SNU8"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000991","SNU81"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Brenner Tumor, Malignant","ACH-000280","SNU840"
"true","Ampulla of Vater","Ampullary Carcinoma","Ampullary Carcinoma","ACH-000182","SNU869"
"true","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","ACH-000686","SNU878"
"true","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","ACH-000316","SNU886"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Larynx Squamous Cell Carcinoma","ACH-000692","SNU899"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000722","SNUC1"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000967","SNUC2A"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-001199","SNUC2B"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000959","SNUC4"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000970","SNUC5"
"true","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-000553","SQ1"
"true","Lymphoid","Non-Hodgkin Lymphoma","Anaplastic Large-Cell Lymphoma ALK Positive","ACH-000338","SR786"
"true","Soft Tissue","Synovial Sarcoma","Synovial Sarcoma","ACH-002334","SS1A"
"true","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Intrahepatic Cholangiocarcinoma","ACH-001858","SSP25"
"true","Lymphoid","Non-Hodgkin Lymphoma","Burkitt Lymphoma","ACH-000567","ST486"
"true","Kidney","Rhabdoid Cancer","Rhabdoid Cancer","ACH-001200","STM9101"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-002306","STS0421"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000114","SU8686"
"true","Lymphoid","Non-Hodgkin Lymphoma","Anaplastic Large-Cell Lymphoma ALK Positive","ACH-000664","SUDHL1"
"true","Lymphoid","Non-Hodgkin Lymphoma","Diffuse Large B-Cell Lymphoma, NOS","ACH-000271","SUDHL10"
"true","Lymphoid","Non-Hodgkin Lymphoma","Mature B-Cell Neoplasms","ACH-002307","SUDHL16"
"true","Lymphoid","Non-Hodgkin Lymphoma","Diffuse Large B-Cell Lymphoma, NOS","ACH-000365","SUDHL4"
"true","Lymphoid","Non-Hodgkin Lymphoma","Diffuse Large B-Cell Lymphoma, NOS","ACH-000660","SUDHL5"
"true","Lymphoid","Non-Hodgkin Lymphoma","Diffuse Large B-Cell Lymphoma, NOS","ACH-000611","SUDHL6"
"true","Lymphoid","Non-Hodgkin Lymphoma","Diffuse Large B-Cell Lymphoma, NOS","ACH-000656","SUDHL8"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000652","SUIT2"
"true","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","ACH-001388","SUM102PT"
"true","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","ACH-001389","SUM1315MO2"
"true","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","ACH-001390","SUM149PT"
"true","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","ACH-001391","SUM159PT"
"true","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","ACH-001392","SUM185PE"
"true","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","ACH-001393","SUM190PT"
"true","Breast","Invasive Breast Carcinoma","Breast Invasive Cancer, NOS","ACH-001397","SUM225CWN"
"true","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","ACH-001394","SUM229PE"
"true","Breast","Invasive Breast Carcinoma","Breast Invasive Lobular Carcinoma","ACH-001395","SUM44PE"
"true","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","ACH-001396","SUM52PE"
